# The All Sky Automated Survey Data
# gp@astrouw.edu.pl
#
# ################   DESCRIPTION   ###############
# The ASAS Photometric Catalog is maintained separately for each
# observed field, so for some stars independent 'datasets' of
# measurements are available. Their mean magnitudes may slightly differ.
#
# In each 'dataset' (starting with #dataset=0,1,2,...):
# 'desig' is ASAS designation (they may differ (by 1) at the last
# digit of the RA & DEC fields
# 'cra', 'cdec' are initial Catalog coordinates
# 'ndata' is number of points in each dataset
# 'cmag_*',  'cmer_*' are reference magnitude & dispersion for each aperture
# 'nskip_*' is number of data points skipped when calculating 'cmag' & 'cmer'
# 'ra', 'dec', 'mag', 'mer' are coordinates, magnitude and dispersion
# calculated directly from the data
#
# Each data row consists of the following fields:
# -  HJD-2450000
# -  magnitudes (one for each aperture)
# -  frame errors describing average photometric quality of the frame (for each aperture)
# -  frame number
# -  grade :
#    A - best data, no 29.999 (not measured) indication
#    B - mean data, no 29.999 (not measured) indication
#    C - A and B with 29.999 (not measured) indication
#    D - worst data, probably useless
#
# ######### LIGHT CURVE BEGINS NEXT LINE ###########
#ndata= 559
#dataset= 1 ; 1 F1200-64_048
#desig= 115835-6110.0
#cra=   11.976341  11:58:34.8
#cdec= -61.166916 -61:10:00.9
#class= 0
#cmag_0=  9.327
#cmer_0=  0.028
#nskip_0= 37
#cmag_1=  9.336
#cmer_1=  0.027
#nskip_1= 37
#cmag_2=  9.355
#cmer_2=  0.016
#nskip_2= 38
#cmag_3=  9.362
#cmer_3=  0.016
#nskip_3= 38
#cmag_4=  9.382
#cmer_4=  0.016
#nskip_4= 37
#ra=   11.976340  11:58:34.8
#dec= -61.166874 -61:10:00.7
#     HJD      MAG_3  MAG_0  MAG_1  MAG_2  MAG_4    MER_3 MER_0 MER_1 MER_2 MER_4 GRADE FRAME
   2741.67825  9.387  9.276  9.363  9.381  9.388    0.060 0.058 0.054 0.052 0.069  A 50169
   2742.82666  9.592  9.541  9.560  9.579  9.616    0.063 0.064 0.055 0.053 0.074  A 50436
   2744.65940  9.325  9.308  9.297  9.314  9.344    0.058 0.057 0.053 0.049 0.068  A 50743
   2747.73398  9.385  9.286  9.343  9.367  9.420    0.053 0.070 0.056 0.049 0.057  A 51044
   2750.77148  9.353  9.273  9.308  9.326  9.387    0.066 0.066 0.057 0.054 0.079  A 51690
   2752.67404  9.389  9.359  9.354  9.374  9.409    0.053 0.057 0.051 0.045 0.064  A 52039
   2754.77170  9.381  9.360  9.341  9.359  9.407    0.058 0.059 0.052 0.048 0.070  A 52299
   2756.72025  9.682  9.613  9.666  9.671  9.689    0.047 0.048 0.047 0.041 0.053  A 52690
   2757.81214  9.388  9.347  9.341  9.361  9.415    0.054 0.065 0.057 0.050 0.059  A 52950
   2759.66357  9.388  9.322  9.359  9.374  9.413    0.054 0.058 0.051 0.046 0.066  A 53229
   2760.75078  9.358  9.274  9.324  9.340  9.375    0.062 0.065 0.057 0.055 0.071  A 53473
   2762.71002  9.370  9.279  9.330  9.348  9.396    0.053 0.065 0.054 0.048 0.056  A 53864
   2766.69343  9.382  9.327  9.347  9.361  9.404    0.054 0.062 0.050 0.046 0.066  A 54548
   2775.64964  9.385  9.348  9.352  9.369  9.403    0.046 0.052 0.047 0.040 0.054  A 55087
   2782.68729  9.415  9.365  9.373  9.391  9.437    0.048 0.061 0.050 0.043 0.053  A 55735
   2784.61068  9.457  9.450  9.413  9.433  9.483    0.052 0.058 0.050 0.045 0.062  A 56130
   2786.60142  9.338  9.257  9.324  9.333  9.361    0.051 0.058 0.050 0.044 0.062  A 56552
   2790.49173  9.343  9.347  9.298  9.336  9.357    0.060 0.060 0.057 0.051 0.067  A 57264
   2791.69753  9.388  9.388  9.356  9.376  9.409    0.057 0.059 0.052 0.048 0.069  A 57572
   2794.54762  9.439  9.332  9.414  9.429  9.446    0.061 0.058 0.059 0.058 0.066  A 58028
   2797.52632  9.322  9.334  9.295  9.311  9.346    0.095 0.080 0.079 0.082 0.109  D 58577
   2808.66800  9.786  9.715  9.743  9.768  9.812    0.060 0.061 0.053 0.050 0.071  A 59319
   2810.55325  9.386  9.329  9.346  9.367  9.411    0.061 0.065 0.058 0.052 0.073  A 59697
   2819.54026  9.390  9.355  9.380  9.385  9.403    0.052 0.052 0.049 0.043 0.061  A 61254
   2821.57098  9.350  9.283  9.318  9.334  9.375    0.053 0.055 0.051 0.045 0.063  A 61708
   2826.54789  9.410  9.345  9.409  9.395  9.414    0.045 0.042 0.044 0.039 0.050  A 61996
   2829.57286  9.901  9.878  9.892  9.887  9.918    0.052 0.052 0.052 0.047 0.057  A 62260
   2831.59625  9.345  9.314  9.309  9.324  9.364    0.051 0.051 0.049 0.044 0.061  A 62713
   2833.56821  9.369  9.358  9.334  9.360  9.386    0.059 0.060 0.056 0.052 0.064  A 63115
   2835.55891  9.335  9.316  9.295  9.317  9.355    0.048 0.047 0.047 0.041 0.058  A 63517
   2838.55125  9.354  9.311  9.322  9.341  9.378    0.051 0.050 0.048 0.043 0.062  A 63864
   2841.56583  9.349  9.295  9.334  9.335  9.372    0.052 0.051 0.049 0.044 0.063  A 64519
   2843.54629 10.028 10.015 10.001 10.019 10.048    0.049 0.049 0.049 0.044 0.053  A 64870
   2853.47876  9.381  9.343  9.325  9.363  9.405    0.048 0.045 0.046 0.041 0.054  A 65597
   2855.52985  9.345  9.319  9.315  9.335  9.365    0.046 0.046 0.047 0.041 0.054  A 66016
   2859.52550  9.353  9.298  9.344  9.342  9.369    0.054 0.052 0.050 0.046 0.063  A 66497
   2861.52390  9.371  9.360  9.325  9.348  9.391    0.052 0.051 0.049 0.044 0.062  A 66922
   2864.51957  9.762  9.702  9.710  9.741  9.787    0.061 0.063 0.055 0.051 0.071  A 67383
   2868.49242  9.360  9.333  9.304  9.347  9.381    0.047 0.054 0.050 0.041 0.056  A 67915
   2875.47589  9.346  9.300  9.325  9.338  9.374    0.062 0.067 0.057 0.051 0.075  A 68484
   2877.48175  9.364  9.316  9.327  9.350  9.379    0.060 0.062 0.054 0.050 0.069  A 68884
   2949.85981 99.999  9.316  9.290 99.999 99.999    0.050 0.056 0.050 0.043 0.060  C 79371
   2958.84874  9.349  9.314  9.306  9.332  9.371    0.052 0.053 0.050 0.045 0.062  A 80607
   2962.84422  9.318  9.307  9.275  9.296  9.336    0.056 0.058 0.054 0.049 0.066  A 81141
   2971.83574  9.389  9.339  9.342  9.369  9.417    0.044 0.052 0.047 0.039 0.048  A 82324
   2975.81632  9.750  9.702  9.701  9.732  9.777    0.050 0.055 0.049 0.043 0.060  A 82789
   2978.82258  9.377  9.317  9.358  9.357  9.401    0.043 0.054 0.047 0.040 0.047  A 83202
   2981.82783  9.355  9.306  9.340  9.346  9.378    0.056 0.056 0.051 0.047 0.068  A 83589
   2985.80829  9.398  9.350  9.360  9.378  9.420    0.053 0.057 0.051 0.045 0.063  A 84103
   2988.83078  9.356  9.314  9.324  9.335  9.384    0.058 0.061 0.053 0.049 0.071  A 84464
   3008.81298  9.363  9.331  9.349  9.354  9.384    0.050 0.053 0.051 0.044 0.059  A 86913
   3011.82196  9.317  9.324  9.281  9.312  9.340    0.059 0.057 0.052 0.050 0.071  A 87319
   3015.82414  9.393  9.334  9.349  9.373  9.420    0.048 0.056 0.049 0.043 0.053  A 87695
   3018.80427  9.322  9.302  9.288  9.311  9.344    0.056 0.057 0.051 0.047 0.066  A 88079
   3024.86511  9.347  9.332  9.295  9.337  9.367    0.051 0.051 0.051 0.044 0.059  A 88378
   3031.78709  9.372  9.344  9.330  9.360  9.393    0.054 0.057 0.051 0.046 0.064  A 88891
   3034.76434  9.848  9.769  9.822  9.832  9.856    0.056 0.054 0.051 0.047 0.066  A 89178
   3037.85680  9.369  9.316  9.336  9.362  9.392    0.061 0.059 0.055 0.050 0.072  A 89481
   3041.77076  9.985  9.940  9.971  9.977 10.010    0.057 0.058 0.052 0.047 0.068  A 89706
   3043.81154  9.329  9.300  9.296  9.314  9.335    0.056 0.055 0.052 0.048 0.066  A 89986
   3046.75093  9.339  9.288  9.304  9.328  9.366    0.047 0.053 0.048 0.042 0.050  A 90370
   3049.73589  9.340  9.297  9.308  9.324  9.362    0.044 0.048 0.045 0.039 0.048  A 90761
   3052.73058  9.354  9.298  9.337  9.341  9.364    0.053 0.055 0.050 0.045 0.063  A 91166
   3054.80055  9.359  9.309  9.334  9.344  9.379    0.045 0.051 0.048 0.041 0.049  A 91459
   3057.71380  9.340  9.280  9.304  9.320  9.359    0.054 0.057 0.052 0.046 0.064  A 91845
   3059.78997  9.332  9.310  9.319  9.325  9.357    0.054 0.054 0.051 0.046 0.064  A 92128
   3064.78959  9.311  9.295  9.274  9.305  9.323    0.065 0.061 0.058 0.055 0.076  A 92805
   3067.74713  9.344  9.335  9.316  9.338  9.367    0.052 0.052 0.050 0.044 0.059  A 93084
   3069.74772  9.677  9.650  9.633  9.665  9.694    0.049 0.053 0.048 0.042 0.058  A 93377
   3071.76163  9.324  9.300  9.288  9.312  9.352    0.050 0.051 0.049 0.043 0.053  A 93670
   3073.81002  9.348  9.312  9.315  9.338  9.372    0.051 0.057 0.052 0.046 0.056  A 93930
   3076.66352  9.838  9.805  9.798  9.819  9.866    0.050 0.055 0.050 0.044 0.060  A 94276
   3078.71471  9.303  9.297  9.277  9.293  9.321    0.063 0.060 0.057 0.054 0.074  A 94597
   3080.75441  9.323  9.288  9.298  9.315  9.345    0.055 0.058 0.054 0.048 0.058  A 94899
   3082.81041  9.344  9.299  9.296  9.328  9.368    0.058 0.060 0.053 0.048 0.069  A 95213
   3086.74185  9.380  9.340  9.346  9.369  9.408    0.049 0.057 0.051 0.044 0.053  A 95490
   3088.76077  9.377  9.328  9.353  9.366  9.398    0.057 0.055 0.052 0.048 0.069  A 95806
   3090.79706  9.386  9.316  9.346  9.367  9.410    0.057 0.062 0.054 0.050 0.068  A 96125
   3092.74125  9.335  9.302  9.301  9.325  9.355    0.049 0.053 0.049 0.043 0.058  A 96413
   3096.71716  9.345  9.301  9.306  9.332  9.372    0.050 0.052 0.049 0.044 0.059  A 96679
   3098.70492  9.335  9.296  9.311  9.309  9.360    0.052 0.054 0.050 0.045 0.063  A 96991
   3100.72889  9.445  9.397  9.417  9.431  9.466    0.049 0.055 0.050 0.045 0.053  A 97301
   3102.73368  9.377  9.345  9.361  9.361  9.392    0.053 0.058 0.052 0.045 0.064  A 97626
   3104.75464  9.371  9.335  9.340  9.357  9.390    0.058 0.058 0.053 0.049 0.069  A 97946
   3106.75248  9.336  9.289  9.298  9.322  9.361    0.055 0.058 0.051 0.047 0.065  A 98259
   3108.75227  9.345  9.306  9.280  9.326  9.374    0.052 0.058 0.051 0.046 0.062  A 98575
   3110.85280  9.376  9.358  9.312  9.351  9.400    0.057 0.062 0.053 0.047 0.068  A 98923
   3113.56552  9.348  9.311  9.305  9.327  9.384    0.048 0.057 0.050 0.044 0.051  A 99297
   3115.61690  9.351  9.326  9.303  9.336  9.373    0.046 0.055 0.048 0.042 0.050  A 99647
   3118.68332  9.383  9.334  9.358  9.365  9.406    0.053 0.055 0.050 0.046 0.063  A 99934
   3122.59743  9.344  9.306  9.322  9.331  9.364    0.049 0.052 0.049 0.043 0.058  A 100194
   3124.61367  9.364  9.277  9.350  9.345  9.378    0.051 0.054 0.053 0.045 0.053  A 100540
   3126.62846  9.346  9.295  9.290  9.331  9.371    0.051 0.056 0.054 0.046 0.056  A 100875
   3127.74299  9.316  9.301  9.266  9.301  9.337    0.061 0.058 0.054 0.051 0.075  A 101065
   3129.75132  9.324  9.305  9.299  9.312  9.339    0.061 0.061 0.054 0.051 0.074  A 101402
   3131.77179  9.372  9.310  9.337  9.353  9.394    0.060 0.061 0.055 0.051 0.071  A 101695
   3134.51910  9.356  9.291  9.313  9.331  9.378    0.076 0.081 0.073 0.069 0.084  D 102098
   3142.58262  9.827  9.788  9.779  9.807  9.851    0.047 0.056 0.050 0.043 0.052  A 103089
   3145.60983  9.372  9.322  9.344  9.361  9.387    0.052 0.054 0.049 0.045 0.061  A 103404
   3153.61038  9.373  9.329  9.342  9.352  9.394    0.050 0.058 0.051 0.045 0.054  A 103753
   3158.67498 99.999 99.999 99.999 99.999 99.999    0.057 0.061 0.056 0.050 0.062  C 104416
   3163.68678  9.569  9.519  9.536  9.551  9.602    0.059 0.062 0.053 0.049 0.071  A 105037
   3165.68768  9.347  9.307  9.313  9.333  9.370    0.063 0.061 0.056 0.053 0.075  A 105384
   3169.50080  9.339  9.293  9.303  9.329  9.373    0.056 0.059 0.057 0.050 0.061  A 105880
   3178.58881  9.355  9.277  9.316  9.336  9.385    0.051 0.063 0.054 0.048 0.054  A 107039
   3182.54542  9.370  9.333  9.342  9.348  9.389    0.056 0.059 0.053 0.048 0.067  A 107469
   3184.55429  9.587  9.503  9.553  9.563  9.613    0.056 0.059 0.054 0.048 0.067  A 107804
   3189.63191  9.378  9.361  9.361  9.364  9.404    0.063 0.062 0.056 0.053 0.075  A 108426
   3219.51837  9.379  9.359  9.326  9.365  9.399    0.045 0.048 0.048 0.040 0.052  A 109989
   3355.81323  9.358  9.339  9.310  9.337  9.398    0.065 0.068 0.058 0.055 0.077  A 124412
   3395.81655  9.344  9.304  9.332  9.332  9.374    0.057 0.063 0.054 0.048 0.067  A 127314
   3398.77335  9.766  9.860  9.800  9.765  9.784    0.059 0.064 0.054 0.050 0.072  A 127682
   3400.83327  9.362  9.350  9.327  9.346  9.389    0.046 0.051 0.046 0.041 0.050  A 127979
   3403.81094  9.374  9.334  9.345  9.367  9.392    0.062 0.061 0.055 0.053 0.072  A 128314
   3406.75499  9.382  9.317  9.343  9.364  9.399    0.058 0.074 0.059 0.054 0.060  D 128762
   3408.81892  9.463  9.359  9.407  9.451  9.478    0.066 0.069 0.059 0.056 0.076  A 129093
   3411.75176  9.330  9.242  9.260  9.311  9.360    0.050 0.067 0.056 0.047 0.054  A 129524
   3414.72245  9.349  9.309  9.297  9.328  9.377    0.056 0.058 0.052 0.047 0.067  A 129975
   3423.77553  9.368  9.705  9.520  9.390  9.376    0.063 0.072 0.059 0.053 0.074  D 131416
   3425.76860  9.345  9.281  9.306  9.327  9.369    0.053 0.069 0.056 0.049 0.057  A 131723
   3427.81000  9.916  9.890  9.884  9.896  9.942    0.061 0.062 0.055 0.051 0.071  A 132048
   3438.69574  9.390  9.333  9.374  9.376  9.414    0.053 0.059 0.052 0.045 0.063  A 133195
   3442.67028  9.360  9.344  9.322  9.347  9.387    0.058 0.064 0.055 0.049 0.066  A 133603
   3444.70726  9.371  9.315  9.341  9.350  9.389    0.050 0.058 0.050 0.045 0.055  A 133948
   3446.71004  9.350  9.311  9.301  9.328  9.386    0.058 0.060 0.054 0.049 0.069  A 134577
   3455.67356 10.014  9.933  9.991  9.997 10.034    0.049 0.056 0.050 0.043 0.055  A 136017
   3457.67594  9.347  9.284  9.289  9.327  9.370    0.057 0.060 0.052 0.048 0.067  A 136370
   3459.67396  9.366  9.333  9.317  9.348  9.392    0.054 0.055 0.049 0.046 0.064  A 136727
   3461.68562  9.349  9.289  9.315  9.333  9.377    0.059 0.060 0.054 0.049 0.072  A 137053
   3463.74835  9.343  9.283  9.309  9.315  9.366    0.049 0.059 0.050 0.043 0.055  A 137356
   3465.78094  9.412  9.354  9.378  9.397  9.441    0.047 0.057 0.049 0.043 0.052  A 137702
   3468.70418  9.366  9.285  9.321  9.343  9.392    0.048 0.058 0.050 0.045 0.051  A 138121
   3470.71614  9.486  9.525  9.515  9.488  9.505    0.055 0.055 0.050 0.046 0.066  A 138431
